2025-02-17 12:36:18.617 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs/project_log.log
2025-02-17 12:37:00.731 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 5, 'Alice': 6, 'Charlie': 2, 'Diana': 4, 'Bob': 2}
2025-02-17 12:37:00.731 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'Data engineering is my passion.', 'author': 'Diana'}
2025-02-17 12:37:00.731 | INFO     | __main__:process_message:95 - Message received from author: Diana
2025-02-17 12:37:00.731 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 5, 'Alice': 6, 'Charlie': 2, 'Diana': 5, 'Bob': 2}
2025-02-17 12:37:00.732 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'I love Python!', 'author': 'Eve'}
2025-02-17 12:37:00.732 | INFO     | __main__:process_message:95 - Message received from author: Eve
2025-02-17 12:37:00.732 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 6, 'Alice': 6, 'Charlie': 2, 'Diana': 5, 'Bob': 2}
2025-02-17 12:37:00.732 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'JSON makes life easier.', 'author': 'Charlie'}
2025-02-17 12:37:00.732 | INFO     | __main__:process_message:95 - Message received from author: Charlie
2025-02-17 12:37:00.732 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 6, 'Alice': 6, 'Charlie': 3, 'Diana': 5, 'Bob': 2}
2025-02-17 12:37:00.732 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'Have a great day!', 'author': 'Bob'}
2025-02-17 12:37:00.732 | INFO     | __main__:process_message:95 - Message received from author: Bob
2025-02-17 12:37:00.732 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 6, 'Alice': 6, 'Charlie': 3, 'Diana': 5, 'Bob': 3}
2025-02-17 12:37:00.732 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'Data engineering is my passion.', 'author': 'Alice'}
2025-02-17 12:37:00.732 | INFO     | __main__:process_message:95 - Message received from author: Alice
2025-02-17 12:37:00.732 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 6, 'Alice': 7, 'Charlie': 3, 'Diana': 5, 'Bob': 3}
2025-02-17 12:37:00.732 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'Kafka is awesome.', 'author': 'Diana'}
2025-02-17 12:37:00.732 | INFO     | __main__:process_message:95 - Message received from author: Diana
2025-02-17 12:37:00.732 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 6, 'Alice': 7, 'Charlie': 3, 'Diana': 6, 'Bob': 3}
2025-02-17 12:37:00.732 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'Kafka is awesome.', 'author': 'Diana'}
2025-02-17 12:37:00.732 | INFO     | __main__:process_message:95 - Message received from author: Diana
2025-02-17 12:37:00.732 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 6, 'Alice': 7, 'Charlie': 3, 'Diana': 7, 'Bob': 3}
2025-02-17 12:37:00.732 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'Hello, Kafka world!', 'author': 'Bob'}
2025-02-17 12:37:00.732 | INFO     | __main__:process_message:95 - Message received from author: Bob
2025-02-17 12:37:00.732 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 6, 'Alice': 7, 'Charlie': 3, 'Diana': 7, 'Bob': 4}
2025-02-17 12:37:00.732 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'Distributed systems are fascinating.', 'author': 'Diana'}
2025-02-17 12:37:00.732 | INFO     | __main__:process_message:95 - Message received from author: Diana
2025-02-17 12:37:00.732 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 6, 'Alice': 7, 'Charlie': 3, 'Diana': 8, 'Bob': 4}
2025-02-17 12:37:00.732 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'I love Python!', 'author': 'Diana'}
2025-02-17 12:37:00.732 | INFO     | __main__:process_message:95 - Message received from author: Diana
2025-02-17 12:37:00.732 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 6, 'Alice': 7, 'Charlie': 3, 'Diana': 9, 'Bob': 4}
2025-02-17 12:37:00.732 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'Have a great day!', 'author': 'Alice'}
2025-02-17 12:37:00.732 | INFO     | __main__:process_message:95 - Message received from author: Alice
2025-02-17 12:37:00.732 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 6, 'Alice': 8, 'Charlie': 3, 'Diana': 9, 'Bob': 4}
2025-02-17 12:37:00.733 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'Hello, Kafka world!', 'author': 'Charlie'}
2025-02-17 12:37:00.733 | INFO     | __main__:process_message:95 - Message received from author: Charlie
2025-02-17 12:37:00.733 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 6, 'Alice': 8, 'Charlie': 4, 'Diana': 9, 'Bob': 4}
2025-02-17 12:37:00.733 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'JSON makes life easier.', 'author': 'Diana'}
2025-02-17 12:37:00.733 | INFO     | __main__:process_message:95 - Message received from author: Diana
2025-02-17 12:37:00.733 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 6, 'Alice': 8, 'Charlie': 4, 'Diana': 10, 'Bob': 4}
2025-02-17 12:37:00.733 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'I love Python!', 'author': 'Bob'}
2025-02-17 12:37:00.733 | INFO     | __main__:process_message:95 - Message received from author: Bob
2025-02-17 12:37:00.733 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 6, 'Alice': 8, 'Charlie': 4, 'Diana': 10, 'Bob': 5}
2025-02-17 12:37:00.733 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'Have a great day!', 'author': 'Diana'}
2025-02-17 12:37:00.733 | INFO     | __main__:process_message:95 - Message received from author: Diana
2025-02-17 12:37:00.733 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 6, 'Alice': 8, 'Charlie': 4, 'Diana': 11, 'Bob': 5}
2025-02-17 12:37:00.733 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'Hello, Kafka world!', 'author': 'Alice'}
2025-02-17 12:37:00.733 | INFO     | __main__:process_message:95 - Message received from author: Alice
2025-02-17 12:37:00.733 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 6, 'Alice': 9, 'Charlie': 4, 'Diana': 11, 'Bob': 5}
2025-02-17 12:37:00.733 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'JSON makes life easier.', 'author': 'Alice'}
2025-02-17 12:37:00.733 | INFO     | __main__:process_message:95 - Message received from author: Alice
2025-02-17 12:37:00.733 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 6, 'Alice': 10, 'Charlie': 4, 'Diana': 11, 'Bob': 5}
2025-02-17 12:37:00.733 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'Buzz messages for everyone.', 'author': 'Charlie'}
2025-02-17 12:37:00.733 | INFO     | __main__:process_message:95 - Message received from author: Charlie
2025-02-17 12:37:00.733 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 6, 'Alice': 10, 'Charlie': 5, 'Diana': 11, 'Bob': 5}
2025-02-17 12:37:00.733 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'Buzz messages for everyone.', 'author': 'Bob'}
2025-02-17 12:37:00.733 | INFO     | __main__:process_message:95 - Message received from author: Bob
2025-02-17 12:37:00.733 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 6, 'Alice': 10, 'Charlie': 5, 'Diana': 11, 'Bob': 6}
2025-02-17 12:37:00.733 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'Streaming data is fun.', 'author': 'Diana'}
2025-02-17 12:37:00.733 | INFO     | __main__:process_message:95 - Message received from author: Diana
2025-02-17 12:37:00.733 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 6, 'Alice': 10, 'Charlie': 5, 'Diana': 12, 'Bob': 6}
2025-02-17 12:37:00.733 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'Have a great day!', 'author': 'Diana'}
2025-02-17 12:37:00.733 | INFO     | __main__:process_message:95 - Message received from author: Diana
2025-02-17 12:37:00.733 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 6, 'Alice': 10, 'Charlie': 5, 'Diana': 13, 'Bob': 6}
2025-02-17 12:37:00.733 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'I love Python!', 'author': 'Alice'}
2025-02-17 12:37:00.734 | INFO     | __main__:process_message:95 - Message received from author: Alice
2025-02-17 12:37:00.734 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 6, 'Alice': 11, 'Charlie': 5, 'Diana': 13, 'Bob': 6}
2025-02-17 12:37:01.061 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Streaming data is fun.', 'author': 'Charlie'}
2025-02-17 12:37:01.069 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'Streaming data is fun.', 'author': 'Charlie'}
2025-02-17 12:37:01.069 | INFO     | __main__:process_message:95 - Message received from author: Charlie
2025-02-17 12:37:01.070 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 6, 'Alice': 11, 'Charlie': 6, 'Diana': 13, 'Bob': 6}
2025-02-17 12:37:02.067 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Kafka is awesome.', 'author': 'Alice'}
2025-02-17 12:37:02.081 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'Kafka is awesome.', 'author': 'Alice'}
2025-02-17 12:37:02.081 | INFO     | __main__:process_message:95 - Message received from author: Alice
2025-02-17 12:37:02.081 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 6, 'Alice': 12, 'Charlie': 6, 'Diana': 13, 'Bob': 6}
2025-02-17 12:37:03.074 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Kafka is awesome.', 'author': 'Diana'}
2025-02-17 12:37:03.084 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'Kafka is awesome.', 'author': 'Diana'}
2025-02-17 12:37:03.084 | INFO     | __main__:process_message:95 - Message received from author: Diana
2025-02-17 12:37:03.084 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 6, 'Alice': 12, 'Charlie': 6, 'Diana': 14, 'Bob': 6}
2025-02-17 12:37:04.076 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Kafka is awesome.', 'author': 'Alice'}
2025-02-17 12:37:04.087 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'Kafka is awesome.', 'author': 'Alice'}
2025-02-17 12:37:04.087 | INFO     | __main__:process_message:95 - Message received from author: Alice
2025-02-17 12:37:04.087 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 6, 'Alice': 13, 'Charlie': 6, 'Diana': 14, 'Bob': 6}
